customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_cell,RFM_sum,segment,predicted_purchases_90d,prob_alive,exp_avg_value,clv_12m
12381,5,3,1474.81,5,3,4,534,12,Potential Loyalists,1.2622468317987299,0.9700774334792001,246.3350487725999,1138.9331748849786
12383,185,5,1628.56,3,4,4,344,11,Loyal Customers,0.8387964401994966,0.8339598129922383,281.38637274807763,874.1932631893853
12384,29,2,425.27000000000004,4,2,2,422,8,Potential Loyalists,0.7270522913675536,0.9076228744485954,261.88942749841004,695.6329226351957
12385,379,1,1668.4,2,1,4,214,7,Hibernating,0.13246540867576337,1.0,0.0,0.0
12386,338,2,401.9,2,2,2,222,6,Hibernating,0.17273328442311137,0.4997911755079425,177.6333307796105,113.30911553010299
12387,415,1,143.94,1,1,1,111,3,Hibernating,0.12256746065679384,1.0,0.0,0.0
12388,16,8,3901.11,5,4,5,545,14,Champions,1.0568276131297403,0.9916214804781911,504.43530470016157,1982.877260755334
12389,403,3,1433.33,2,3,4,234,9,At Risk,0.26393224910434554,0.7948489188042615,696.7693615280143,683.4964806381171
12390,80,1,504.84000000000003,3,1,2,312,6,About to Sleep,,1.0,0.0,0.0
12391,22,6,2724.84,4,4,4,444,12,Loyal Customers,0.568246453598675,0.9853876730034786,526.98367683038,1114.1467604403326
12392,591,1,234.75000000000003,1,1,1,111,3,Hibernating,0.08977957831606222,1.0,0.0,0.0
12393,72,6,2399.4500000000003,3,4,4,344,11,Loyal Customers,1.0083563602337113,0.9757507831603897,435.0233301046526,1627.640779127169
12394,64,2,1080.48,3,2,3,323,8,About to Sleep,0.47238270205546884,0.8943615314758104,887.7192048224972,1540.6797952615477
12395,19,15,4241.17,5,5,5,555,15,Champions,1.8341015516823134,0.9945366264875317,250.23144530727214,1708.0526108598624
12396,674,1,931.43,1,1,3,113,5,Hibernating,0.07972408628319635,1.0,0.0,0.0
12397,36,2,2214.9,4,2,4,424,10,Potential Loyalists,0.6729711895020509,0.9034411826839923,1342.651268293118,3304.4252404117933
12398,46,1,1435.66,4,1,4,414,9,Promising,,1.0,0.0,0.0
12399,119,7,1842.3,3,4,4,344,11,Loyal Customers,0.8220944330932265,0.9723917001075387,284.0825196144394,869.1016789152147
12400,414,1,205.25,1,1,1,111,3,Hibernating,0.12282237362526108,1.0,0.0,0.0
12401,303,1,69.3,2,1,1,211,4,Hibernating,0.15969766976244326,1.0,0.0,0.0
12402,323,6,1136.9,2,4,3,243,9,At Risk,0.5448456457056607,0.7862677694079659,199.7366777530017,405.014234710804
12403,50,2,947.36,4,2,3,423,9,Potential Loyalists,0.23336002484550383,0.9179016330953031,478.79014673197395,413.92063693501285
12405,149,1,1390.39,3,1,4,314,8,About to Sleep,0.2751941461173366,1.0,0.0,0.0
12406,22,5,6390.36,4,4,5,445,13,Loyal Customers,0.5421350764976373,0.9853890128950132,1440.9613368783012,2907.40663977131
12407,50,5,1507.1200000000001,4,4,4,444,12,Loyal Customers,1.2410220200090862,0.9731563199050632,339.66936980459235,1557.6018769873233
12408,33,8,3905.77,4,4,5,445,13,Loyal Customers,1.051931709729074,0.9878516054363982,640.3159019495963,2502.4520723882633
12409,79,7,23419.29,3,4,5,345,12,Loyal Customers,0.9327615058264587,0.9802749726577132,2852.9056680004787,9894.785176607738
12410,309,3,773.71,2,3,3,233,8,At Risk,0.20432760490214646,0.777659453397006,650.2933226199243,492.08880574325036
12411,410,1,346.9,1,1,2,112,4,Hibernating,0.1241130229591661,1.0,0.0,0.0
12412,75,6,2404.93,3,4,4,344,11,Loyal Customers,0.8257844784390359,0.9791704299774778,367.552869929658,1128.0359658442883
12413,67,4,871.45,3,3,3,333,9,Need Attention,0.683563416275038,0.9695975964272537,244.10381728394486,618.370045694937
12414,217,4,532.41,2,3,2,232,7,At Risk,0.5539132484200051,0.8883970118129695,157.86676804282584,324.4148998001974
12415,24,24,144033.37,4,5,5,455,14,Loyal Customers,2.8228372786951597,0.9942851462804524,7949.724459700765,83459.51644926246
12416,657,1,202.56,1,1,1,111,3,Hibernating,0.08170868571805895,1.0,0.0,0.0
12417,3,20,5998.41,5,5,5,555,15,Champions,2.2124847631491367,0.9973102489477914,303.99757948527997,2506.2597573959265
12418,113,4,2021.2,3,3,4,334,10,Need Attention,0.4579891926879188,0.9670003823956328,594.8556484047439,1012.9354423116564
12419,386,2,391.01,2,2,2,222,6,Hibernating,0.14094151674399527,0.4522540084160725,188.6527398072201,98.30023752465661
12420,64,1,600.39,3,1,2,312,6,About to Sleep,,1.0,0.0,0.0
12421,16,6,874.6,5,4,3,543,12,Champions,0.8832937392176075,0.9883598514521595,171.67924437556226,563.3352081067276
12422,96,12,3639.35,3,5,5,355,13,Loyal Customers,1.3095912697800787,0.9805569196169607,329.5864723534004,1607.8920572186441
12423,1,10,2301.39,5,5,4,554,14,Champions,1.6324892849673578,0.9946144753785279,231.39871345617476,1403.2605103438812
12424,163,4,3340.03,3,3,5,335,11,Need Attention,0.36588179026780127,0.9381094913417733,1586.7880414694985,2155.060831444721
12425,78,2,1741.41,3,2,4,324,9,About to Sleep,0.26355931676765726,0.9076047052389882,945.6013753191719,922.0596951973196
12426,195,2,1201.21,2,2,3,223,7,Hibernating,0.18142801310897788,0.8852434842909362,622.9264386612455,419.49940140832706
12427,22,3,699.8,4,3,3,433,10,Potential Loyalists,0.5307994691063228,0.9678930790270435,248.6518216023994,488.39022238546556
12428,26,8,6405.26,4,4,5,445,13,Loyal Customers,1.7005377791779523,0.9864741718697796,341.7431155592322,2149.9161844514065
12429,9,8,5842.41,5,4,5,545,14,Champions,0.8246022601350236,0.9891087792300626,919.7911265830992,2819.0814440776885
12430,43,1,216.4,4,1,1,411,6,Promising,,1.0,0.0,0.0
12431,36,25,10102.22,4,5,5,455,14,Loyal Customers,2.7932768162953345,0.9937086077069774,399.5757493623204,4157.950478502945
12432,43,4,4359.32,4,3,5,435,12,Potential Loyalists,0.5676112683970552,0.9031124462660824,1267.0532786674405,2636.2794907349366
12433,1,10,16794.14,5,5,5,555,15,Champions,1.432572850800968,0.9939103773509721,2126.990106183557,11319.84590723372
12434,85,3,1103.43,3,3,3,333,9,Need Attention,0.5101894558883509,0.9516584277265875,443.5455435304969,837.5529667391161
12435,80,6,13925.93,3,4,5,345,12,Loyal Customers,0.6236613122026965,0.9820930250358,2677.6038329997386,6218.390979017134
12436,100,1,429.01000000000005,3,1,2,312,6,About to Sleep,0.3569735431393624,1.0,0.0,0.0
12437,2,38,11282.4,5,5,5,555,15,Champions,3.77410012666101,0.9985120477256156,327.8460009984249,4611.292669882823
12438,14,2,2466.85,5,2,4,524,11,Potential Loyalists,0.6684844176625884,0.9198814252280629,2059.142930660846,5035.732347395188
12439,683,2,1142.88,1,2,3,123,6,Hibernating,0.05956539707765172,0.3158107496073789,97.13109867461205,21.49021379110075
12440,462,2,739.2,1,2,3,123,6,Hibernating,0.14191027695559216,0.744780995434756,308.0377437667839,162.35679609689177
12441,367,1,155.55,2,1,1,211,4,Hibernating,0.1364447129360252,1.0,0.0,0.0
12442,3,1,144.06,5,1,1,511,7,New Customers,,1.0,0.0,0.0
12443,732,1,365.31,1,1,2,112,4,Hibernating,0.07393765701024829,1.0,0.0,0.0
12444,21,5,4085.46,4,4,5,445,13,Loyal Customers,1.7441414021718094,0.9803336570595408,579.9945954465418,3723.982751498566
12445,22,2,378.98,4,2,2,422,8,Potential Loyalists,0.28346052520673093,0.9228836982018004,98.19671185530396,102.92213228313612
12446,58,1,1002.3100000000001,4,1,3,413,8,Promising,,1.0,0.0,0.0
12447,243,1,431.49,2,1,2,212,5,Hibernating,0.19065415530114393,1.0,0.0,0.0
12448,44,1,365.45,4,1,2,412,7,Promising,,1.0,0.0,0.0
12449,22,5,4274.89,4,4,5,445,13,Loyal Customers,0.8205961531323966,0.984307801718486,940.9712185739903,2864.7421481880474
12450,156,5,688.2,3,4,3,343,10,Loyal Customers,0.7311033210948018,0.9397776878294307,142.0539913194934,385.5347323838235
12451,11,8,12629.88,5,4,5,545,14,Champions,0.9999336460163885,0.9907720684118635,1799.2849546510877,6687.009226391579
12452,17,1,348.57,5,1,2,512,8,New Customers,,1.0,0.0,0.0
12453,134,1,707.09,3,1,3,313,7,About to Sleep,0.29445651294201736,1.0,0.0,0.0
12454,56,4,16459.78,4,3,5,435,12,Potential Loyalists,0.6589135214002537,0.972686735261958,4150.9970896785135,10139.88595734435
12455,73,9,5722.95,3,5,5,355,13,Loyal Customers,0.9777901633221171,0.9859116515949329,522.6563697477131,1903.4459514604073
12456,44,3,2581.04,4,3,4,434,11,Potential Loyalists,0.7186123392483822,0.9585176476024155,988.3595948275304,2619.403606660797
12457,66,7,2555.91,3,4,4,344,11,Loyal Customers,1.1739993593567737,0.9789996557878466,351.35378704931605,1531.0318675777598
12458,71,4,1502.49,3,3,4,334,10,Need Attention,0.5791772910875157,0.9711649548480797,410.7035055835633,882.8194783573307
12459,605,1,398.36,1,1,2,112,4,Hibernating,0.08790925800881981,1.0,0.0,0.0
12460,456,1,296.65,1,1,2,112,4,Hibernating,0.11295617413277576,1.0,0.0,0.0
12461,155,1,626.88,3,1,3,313,7,About to Sleep,0.2676912045258968,1.0,0.0,0.0
12462,19,2,937.59,5,2,3,523,10,Potential Loyalists,0.37335855186292666,0.9224296006457305,420.3993881263327,578.5814586358409
12463,53,4,1200.78,4,3,3,433,10,Potential Loyalists,1.0389106863991548,0.9651336235262513,314.91877039503,1207.2793019889107
12464,10,8,957.05,5,4,3,543,12,Champions,1.5879780790797118,0.9901272827298057,135.91957426534762,799.0403486875655
12465,17,2,682.1899999999999,5,2,3,523,10,Potential Loyalists,0.5852070613327472,0.9193150115795176,332.93434262476774,714.0671703266709
12467,423,1,132.8,1,1,1,111,3,Hibernating,0.12056565478438827,1.0,0.0,0.0
12468,188,5,3238.74,2,4,5,245,11,At Risk,0.5346312408629331,0.9526126436834443,741.5941242392147,1475.3972300341381
12469,523,2,3070.54,1,2,5,125,8,Hibernating,0.0741305096679538,0.2990459336246944,1353.0773245269334,371.68018242226543
12470,690,1,211.95,1,1,1,111,3,Hibernating,0.07814246119695238,1.0,0.0,0.0
12471,2,71,35099.9,5,5,5,555,15,Champions,5.040601591024312,0.9988058724344155,777.020847251267,14596.771130499155
12472,32,19,14971.289999999999,4,5,5,455,14,Loyal Customers,2.114780976456527,0.9942940423096894,772.9549479371308,6090.644500538017
12473,54,3,2585.73,4,3,4,434,11,Potential Loyalists,0.8864071886428371,0.9485543082421928,1095.2542882535274,3571.163856400768
12474,17,29,11310.75,5,5,5,555,15,Champions,3.3963699499550253,0.9966465932419142,416.52945578989596,5269.239321697869
12475,54,2,1065.64,4,2,3,423,9,Potential Loyalists,0.2872047204511633,0.9138758157077917,815.0395422030326,865.3344255398013
12476,16,18,12319.91,5,5,5,555,15,Champions,2.479959829755829,0.9951564004144852,756.643861752591,6975.942920173497
12477,23,9,20276.37,4,5,5,455,14,Loyal Customers,1.1240036006400784,0.9919388819753239,2333.153920944715,9759.355763751566
12478,4,1,545.99,5,1,2,512,8,New Customers,,1.0,0.0,0.0
12479,11,1,473.2,5,1,2,512,8,New Customers,,1.0,0.0,0.0
12480,28,7,4834.85,4,4,5,445,13,Loyal Customers,1.0360479679140489,0.9885026742010151,762.23531159376,2934.308635414404
12481,23,14,11033.51,4,5,5,455,14,Loyal Customers,1.5522533218693622,0.9935557496512549,745.2188978114982,4304.962976331564
12482,576,27,21941.72,1,5,5,155,11,Cannot Lose Them,0.021383066896327043,0.036620801819860986,4053.4238850012407,322.4507509451108
12483,17,19,4069.1800000000003,5,5,5,555,15,Champions,2.134193915821745,0.9957872493748937,228.88473680106893,1819.3854311997654
12484,35,9,5557.1,4,5,5,455,14,Loyal Customers,1.035346106909756,0.9907839082416615,638.5458878593638,2461.589824942954
12485,529,1,708.1,1,1,3,113,5,Hibernating,0.09911913650487614,1.0,0.0,0.0
12486,432,1,917.28,1,1,3,113,5,Hibernating,0.11862823222691524,1.0,0.0,0.0
12487,731,1,285.29999999999995,1,1,1,111,3,Hibernating,0.07412316681440967,1.0,0.0,0.0
12488,10,3,1244.66,5,3,4,534,12,Potential Loyalists,1.6545657076937594,0.9663640150839122,380.6311948404099,2298.3395414418455
12489,336,1,298.93,2,1,2,212,5,Hibernating,0.1466091777420018,1.0,0.0,0.0
12490,5,20,8764.64,5,5,5,555,15,Champions,2.1984012970637172,0.9971758219653836,437.50520815445867,3584.111163016823
12491,39,1,424.40000000000003,4,1,2,412,7,Promising,,1.0,0.0,0.0
12492,63,3,607.21,3,3,3,333,9,Need Attention,0.4899319182750211,0.9589692672007183,126.46533209886053,229.4319024103393
12493,166,2,379.74,3,2,2,322,7,About to Sleep,0.4023104998561027,0.7076611178054222,226.36091531488637,334.2633720223532
12494,16,9,1563.27,5,5,4,554,14,Champions,1.20720576528418,0.9925288636800083,163.06190191848864,732.2077601973896
12495,641,1,277.4,1,1,1,111,3,Hibernating,0.08355763297753949,1.0,0.0,0.0
12496,620,2,45.34,1,2,1,121,4,Hibernating,0.08598996422174446,1.0,0.0,0.0
12497,82,3,5996.5,3,3,5,335,11,Need Attention,0.3241804269776905,0.9613735777910939,2711.3539546576344,3266.4574495220027
12498,21,3,349.70000000000005,4,3,2,432,9,Potential Loyalists,1.105142838334187,0.9036838132339365,172.12362626580568,690.8056642726161
12499,560,1,357.72,1,1,2,112,4,Hibernating,0.0942183625088695,1.0,0.0,0.0
12500,23,18,5559.21,4,5,5,455,14,Loyal Customers,2.022538178928728,0.994957062845015,331.8294934466147,2499.5547790325336
12501,337,1,2025.39,2,1,4,214,7,Hibernating,0.1466091777420018,1.0,0.0,0.0
12502,96,5,2995.87,3,4,5,345,12,Loyal Customers,1.0669708443589103,0.9512987058812291,651.9687907532144,2573.7682766694315
12503,584,1,896.0,1,1,3,113,5,Hibernating,0.09074491708452223,1.0,0.0,0.0
12504,18,4,689.05,5,3,3,533,11,Potential Loyalists,0.4883161998699007,0.9805757642254983,203.95611636718604,370.16175217569867
12505,409,1,787.2,2,1,3,213,6,Hibernating,0.12437441721936675,1.0,0.0,0.0
12506,233,1,73.5,2,1,1,211,4,Hibernating,0.1976816266039703,1.0,0.0,0.0
12507,134,4,1508.06,3,3,4,334,10,Need Attention,0.486821491115645,0.9598201548821745,373.87520030011603,676.3786690814613
12508,26,2,397.88,4,2,2,422,8,Potential Loyalists,1.4013148033530975,0.8812649661218978,153.51172332576618,778.3621512431521
12509,284,1,158.5,2,1,1,211,4,Hibernating,0.1683524837790575,1.0,0.0,0.0
12510,143,7,3039.03,3,4,5,345,12,Loyal Customers,0.726912204305407,0.9702347971730102,466.6887109217418,1263.4264197592538
12511,429,1,3084.02,1,1,5,115,7,Hibernating,0.11934741925685605,1.0,0.0,0.0
12512,66,2,132.18,3,2,1,321,6,About to Sleep,,1.0,0.0,0.0
12513,113,1,558.29,3,1,2,312,6,About to Sleep,0.3308703655676753,1.0,0.0,0.0
12514,267,2,1597.76,2,2,4,224,8,Hibernating,0.18028701408067085,0.8542787985490529,1236.8043954246175,827.4598243920873
12515,353,1,278.7,2,1,1,211,4,Hibernating,0.1406707393714743,1.0,0.0,0.0
12516,78,4,2288.62,3,3,4,334,10,Need Attention,0.48216716883538013,0.9726241235040444,630.9160338028728,1130.674621769739
12517,28,4,2301.6,4,3,4,434,11,Potential Loyalists,1.2575777521141116,0.9732181922532369,550.4932351220212,2549.231754404923
12518,1,5,1840.89,5,4,4,544,13,Champions,2.3713421785912883,0.9872346745182615,406.64593795313175,3536.7572934604714
12519,64,2,626.54,3,2,3,323,8,About to Sleep,0.2514654919631153,0.9131986841959708,339.7034081702993,316.2163920232723
12520,79,5,2346.2599999999998,3,4,4,344,11,Loyal Customers,1.1875888953471323,0.9567744802171789,379.6660700000712,1666.522067762501
12521,143,1,545.68,3,1,2,312,6,About to Sleep,0.2831310547292006,1.0,0.0,0.0
12522,39,2,156.72,4,2,1,421,7,Potential Loyalists,1.1133510390540642,0.8653811876318933,107.78723048153121,435.4974354420718
12523,19,23,4010.35,5,5,5,555,15,Champions,2.5507656580725224,0.9962821589485771,180.49645648092098,1715.64783149285
12524,9,17,9794.11,5,5,5,555,15,Champions,1.9137407140251226,0.9961426848646274,628.0195722009662,4475.925475208325
12525,498,3,883.73,1,3,3,133,7,At Risk,0.1946075798359395,0.5795608450075275,225.10070300160072,162.8000662389338
12526,1,3,1172.66,5,3,3,533,11,Potential Loyalists,1.4640484876606592,0.9717505531517948,379.03738658161166,2028.6910978637143
12527,82,5,717.51,3,4,3,343,10,Loyal Customers,0.6882015396297183,0.9749657729230987,109.62430504807095,280.27922231181503
12528,9,6,1645.48,5,4,4,544,13,Champions,1.3363218849159009,0.9885187782187022,250.6607121141961,1239.8514120081948
12529,528,1,316.48,1,1,2,112,4,Hibernating,0.09928573305218753,1.0,0.0,0.0
12530,60,9,3381.26,3,5,5,355,13,Loyal Customers,1.088441197999051,0.9871022731391301,391.5186007277638,1586.1546849632382
12531,15,2,1771.2,5,2,4,524,11,Potential Loyalists,0.18373857041559988,0.9260983180241444,156.10310083335793,106.49284493944981
12532,30,1,313.83000000000004,4,1,2,412,7,Promising,,1.0,0.0,0.0
12533,628,2,1223.89,1,2,4,124,7,Hibernating,0.09393956808112165,0.5062515320600846,491.22633692027614,171.42548112629072
12534,131,1,981.18,3,1,3,313,7,About to Sleep,0.30046703383773254,1.0,0.0,0.0
12535,92,2,716.35,3,2,3,323,8,About to Sleep,0.5094959207375662,0.8585587912227806,422.1189003042674,788.9598099087209
12536,59,1,4279.71,4,1,5,415,10,Promising,,1.0,0.0,0.0
12537,409,1,612.94,1,1,3,113,5,Hibernating,0.12437441721936675,1.0,0.0,0.0
12538,29,2,640.45,4,2,3,423,9,Potential Loyalists,0.3094592159515327,0.9203169951724032,445.1870038181095,508.9111739507164
12539,22,7,11186.75,4,4,5,445,13,Loyal Customers,0.6444458041187452,0.9882370414596401,1251.8883572183977,3003.7392482442474
12540,20,32,19250.49,4,5,5,455,14,Loyal Customers,3.4529964612517583,0.9967056862258089,634.5369603428421,8165.258905047799
12541,30,3,841.18,4,3,3,433,10,Potential Loyalists,0.6685731675313793,0.964526608684152,306.97096366316777,757.566995665044
12542,484,2,481.88,1,2,2,122,5,Hibernating,0.13759952299988393,0.6510837279974808,146.25828815264737,74.68159009330438
12543,448,1,840.25,1,1,3,113,5,Hibernating,0.11471126159373925,1.0,0.0,0.0
12544,36,1,316.7,4,1,2,412,7,Promising,,1.0,0.0,0.0
12545,75,2,832.39,3,2,3,323,8,About to Sleep,0.4104080971091748,0.8927531176998951,353.50794255653557,533.9753006709205
12546,47,2,1021.5,4,2,3,423,9,Potential Loyalists,0.9128601963934957,0.8693996386632299,422.6032699318547,1404.019148487911
12547,198,3,299.58,2,3,2,232,7,At Risk,0.3877130388892622,0.9162309168007432,85.1632424782506,122.47866133415954
12548,166,1,67.19999999999999,3,1,1,311,5,About to Sleep,0.253851978558952,1.0,0.0,0.0
12549,576,5,1570.68,1,4,4,144,9,At Risk,0.10357410925094003,0.23977598838093755,359.5253609684759,138.54106890021538
12550,79,1,824.83,3,1,3,313,7,About to Sleep,,1.0,0.0,0.0
12551,358,1,168.0,2,1,1,211,4,Hibernating,0.13934277869762166,1.0,0.0,0.0
12552,40,1,317.82,4,1,2,412,7,Promising,,1.0,0.0,0.0
12553,8,12,4104.75,5,5,5,555,15,Champions,2.1407301812160417,0.9946957864720339,334.79716520338826,2660.9960190063703
12554,449,1,384.5,1,1,2,112,4,Hibernating,0.11471126159373925,1.0,0.0,0.0
12556,50,2,599.56,4,2,2,422,8,Potential Loyalists,0.6155571867347903,0.8925511285407831,356.62001741378356,803.6587935039006
12557,16,8,18096.14,5,4,5,545,14,Champions,0.868870784526852,0.9918067486522367,2365.6062949269212,7654.953830515239
12558,8,1,269.96,5,1,1,511,7,New Customers,,1.0,0.0,0.0
12559,311,2,525.71,2,2,2,222,6,Hibernating,0.1729130443717068,0.44577195342136083,96.01704853116141,61.23075255542385
12560,5,2,1918.01,5,2,4,524,11,Potential Loyalists,0.6628141808094933,0.9254417311573299,762.1463788705066,1848.426666858474
12561,303,1,238.85,2,1,1,211,4,Hibernating,0.16013091477021021,1.0,0.0,0.0
12562,8,9,4426.92,5,5,5,555,15,Champions,1.5487609811599357,0.9929990008186762,516.3183722194167,2968.8536788460615
12563,409,1,221.24,1,1,1,111,3,Hibernating,0.12437441721936675,1.0,0.0,0.0
12564,261,1,402.9,2,1,2,212,5,Hibernating,0.18017458714487744,1.0,0.0,0.0
12565,289,1,145.92,2,1,1,211,4,Hibernating,0.16645324129051906,1.0,0.0,0.0
12566,86,1,297.65,3,1,2,312,6,About to Sleep,,1.0,0.0,0.0
12567,23,15,10741.48,4,5,5,455,14,Loyal Customers,1.6731814427904534,0.9944124746209846,799.8627680828698,4983.677409278972
12568,645,1,52.0,1,1,1,111,3,Hibernating,0.08308759248642612,1.0,0.0,0.0
12569,2,32,3152.69,5,5,5,555,15,Champions,7.283622911876351,0.9977748084088328,118.17143990617856,3184.5878382794117
12571,40,2,519.61,4,2,2,422,8,Potential Loyalists,0.7184639482732011,0.8969015319281217,332.94645186545745,873.9284664515645
12572,9,2,912.42,5,2,3,523,10,Potential Loyalists,1.1832317800228127,0.919697819575321,529.6247391472543,2274.1769779995593
12573,227,5,717.41,2,4,3,243,9,At Risk,0.6716966476875215,0.8489869689630967,148.74798878391778,370.84737817368284
12574,316,1,182.45000000000002,2,1,1,211,4,Hibernating,0.15467603554986553,1.0,0.0,0.0
12575,457,2,568.8199999999999,1,2,2,122,5,Hibernating,0.13077307211505543,0.5187713512213176,322.96843753716036,156.4800842429417
12576,36,8,2062.72,4,4,4,444,12,Loyal Customers,1.1538133744587478,0.9888423714049149,259.5532136451456,1113.1788264431807
12577,35,8,1613.15,4,4,4,444,12,Loyal Customers,0.5151673964461265,0.9843175447130145,367.57975829546433,704.9968231915186
12578,21,4,4026.4500000000003,4,3,5,435,12,Potential Loyalists,0.6347898780197483,0.9795233659532914,1107.7447393671594,2607.9095443137026
12579,78,1,386.42,3,1,2,312,6,About to Sleep,,1.0,0.0,0.0
12580,247,2,962.9,2,2,3,223,7,Hibernating,0.1981095330441675,0.8523450616600934,464.2590579043569,341.016389737854
12581,40,1,179.71,4,1,1,411,6,Promising,,1.0,0.0,0.0
12582,239,4,1820.4,2,3,4,234,9,At Risk,0.4668654095161211,0.9105425449671488,349.27345355941026,605.919374491589
12583,3,27,12493.58,5,5,5,555,15,Champions,3.0027267640500357,0.9980581669986542,455.0420615781423,5091.848511860655
12584,4,9,2254.15,5,5,4,554,14,Champions,2.246870298886567,0.9934313912971728,240.00212513900968,1995.409560832723
12585,234,2,1824.1,2,2,4,224,8,Hibernating,0.2736531861843466,0.7642496558806222,814.8821220740667,823.1659932520415
12586,17,4,2062.67,5,3,4,534,12,Potential Loyalists,0.40975992175697484,0.9809782341804058,581.7833163477577,887.1304835066908
12587,8,1,104.0,5,1,1,511,7,New Customers,,1.0,0.0,0.0
12588,39,3,718.78,4,3,3,433,10,Potential Loyalists,0.3492112933040524,0.9669471835307862,259.37579607225143,336.42598831823227
12589,29,6,3294.91,4,4,5,445,13,Loyal Customers,0.547563648285218,0.9848025691396578,689.2915513133531,1404.6011764290918
12590,211,1,9341.26,2,1,5,215,8,Hibernating,0.2126481454511656,1.0,0.0,0.0
